Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 10:54:24.511,0.026,0.001,0.001,0.001,,
2019-03-29 10:54:24.526,0.041,0.001,0.001,0.001,,
2019-03-29 10:54:24.541,0.056,0.001,0.001,0.001,,
2019-03-29 10:54:24.555,0.070,0.001,0.001,0.001,,
2019-03-29 10:54:24.570,0.085,0.000,0.001,0.000,,
2019-03-29 10:54:24.585,0.100,0.000,0.001,0.000,,
2019-03-29 10:54:24.600,0.115,0.000,0.001,0.000,,
2019-03-29 10:54:24.614,0.129,0.000,0.001,0.000,,
2019-03-29 10:54:24.629,0.144,0.000,0.001,0.000,,
2019-03-29 10:54:24.644,0.159,0.000,0.001,0.000,,
2019-03-29 10:54:24.659,0.174,0.000,0.001,0.000,,
2019-03-29 10:54:24.674,0.189,0.000,0.001,0.000,,
2019-03-29 10:54:24.688,0.203,0.001,0.001,0.000,,
2019-03-29 10:54:24.703,0.218,0.001,0.001,0.000,,
2019-03-29 10:54:24.718,0.233,0.001,0.001,0.000,,
2019-03-29 10:54:24.733,0.248,0.001,0.001,0.000,,
2019-03-29 10:54:24.762,0.277,0.001,0.001,0.000,,
2019-03-29 10:54:24.777,0.292,0.001,0.001,0.000,,
2019-03-29 10:54:24.792,0.307,0.001,0.001,0.000,,
2019-03-29 10:54:24.806,0.321,0.001,0.001,0.000,,
2019-03-29 10:54:24.821,0.336,0.001,0.001,0.000,,
2019-03-29 10:54:24.836,0.351,0.001,0.001,0.000,,
2019-03-29 10:54:24.851,0.366,0.001,0.001,0.000,,
2019-03-29 10:54:24.865,0.380,0.001,0.001,0.000,,
2019-03-29 10:54:24.880,0.395,0.001,0.001,0.000,,
2019-03-29 10:54:24.895,0.410,0.001,0.001,0.000,,
2019-03-29 10:54:24.910,0.425,0.001,0.001,0.000,,
2019-03-29 10:54:24.925,0.440,0.000,0.001,0.000,,
2019-03-29 10:54:24.939,0.454,0.000,0.001,0.000,,
2019-03-29 10:54:24.954,0.469,0.000,0.001,0.000,,
2019-03-29 10:54:24.969,0.484,0.000,0.001,0.000,,
2019-03-29 10:54:24.984,0.499,0.000,0.001,0.000,,
2019-03-29 10:54:25.013,0.528,0.000,0.001,0.000,,
2019-03-29 10:54:25.028,0.543,0.000,0.001,0.000,,
2019-03-29 10:54:25.043,0.558,0.000,0.001,0.000,,
2019-03-29 10:54:25.057,0.572,0.000,0.001,0.000,,
2019-03-29 10:54:25.072,0.587,0.000,0.001,0.000,,
2019-03-29 10:54:25.087,0.602,0.000,0.001,0.000,,
2019-03-29 10:54:25.102,0.617,0.000,0.001,0.000,,
2019-03-29 10:54:25.116,0.631,0.000,0.001,0.000,,
2019-03-29 10:54:25.131,0.646,0.000,0.001,0.000,,
2019-03-29 10:54:25.146,0.661,0.000,0.001,0.000,,
2019-03-29 10:54:25.161,0.676,0.001,0.001,0.000,,
2019-03-29 10:54:25.175,0.690,0.001,0.001,0.000,,
2019-03-29 10:54:25.190,0.705,0.001,0.001,0.000,,
2019-03-29 10:54:25.205,0.720,0.001,0.001,0.000,,
2019-03-29 10:54:25.220,0.735,0.000,0.001,0.000,,
2019-03-29 10:54:25.234,0.749,0.000,0.001,0.000,,
