Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 11:19:54.630,0.027,0.000,0.000,0.000,,
2019-03-29 11:19:54.645,0.042,0.000,0.000,0.000,,
2019-03-29 11:19:54.660,0.057,0.000,0.000,0.000,,
2019-03-29 11:19:54.674,0.071,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.689,0.086,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.704,0.101,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.719,0.116,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.733,0.130,0.000,0.000,-0.001,,
2019-03-29 11:19:54.748,0.145,0.000,0.000,-0.001,,
2019-03-29 11:19:54.763,0.160,0.000,0.000,-0.001,,
2019-03-29 11:19:54.778,0.175,0.000,0.000,-0.001,,
2019-03-29 11:19:54.793,0.190,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.807,0.204,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.822,0.219,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.837,0.234,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.852,0.249,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.866,0.263,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.881,0.278,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.896,0.293,-0.001,0.000,-0.001,,
2019-03-29 11:19:54.911,0.308,0.000,0.000,-0.001,,
2019-03-29 11:19:54.926,0.323,0.000,0.000,-0.001,,
2019-03-29 11:19:54.940,0.337,0.000,0.000,-0.001,,
2019-03-29 11:19:54.955,0.352,0.000,0.000,-0.001,,
2019-03-29 11:19:54.970,0.367,0.000,0.000,-0.001,,
2019-03-29 11:19:54.985,0.382,0.000,0.000,-0.001,,
2019-03-29 11:19:54.999,0.396,0.000,0.000,-0.001,,
2019-03-29 11:19:55.014,0.411,0.000,0.000,-0.001,,
2019-03-29 11:19:55.029,0.426,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.044,0.441,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.058,0.455,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.073,0.470,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.088,0.485,0.000,0.000,-0.001,,
2019-03-29 11:19:55.103,0.500,0.000,0.000,-0.001,,
2019-03-29 11:19:55.132,0.529,0.000,0.000,-0.001,,
2019-03-29 11:19:55.147,0.544,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.162,0.559,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.177,0.574,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.191,0.588,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.206,0.603,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.221,0.618,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.236,0.633,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.251,0.648,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.265,0.662,0.000,0.000,-0.001,,
2019-03-29 11:19:55.280,0.677,0.000,0.000,-0.001,,
2019-03-29 11:19:55.295,0.692,0.000,0.000,-0.001,,
2019-03-29 11:19:55.310,0.707,0.000,0.000,-0.001,,
2019-03-29 11:19:55.324,0.721,0.000,0.000,-0.001,,
2019-03-29 11:19:55.339,0.736,0.000,0.000,-0.001,,
2019-03-29 11:19:55.354,0.751,0.000,0.000,-0.001,,
2019-03-29 11:19:55.369,0.766,0.000,0.000,-0.001,,
2019-03-29 11:19:55.383,0.780,0.000,0.000,-0.001,,
2019-03-29 11:19:55.398,0.795,0.000,0.000,-0.001,,
2019-03-29 11:19:55.413,0.810,0.000,0.000,-0.001,,
2019-03-29 11:19:55.428,0.825,0.000,0.000,-0.001,,
2019-03-29 11:19:55.443,0.840,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.457,0.854,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.472,0.869,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.487,0.884,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.502,0.899,0.000,0.000,-0.001,,
2019-03-29 11:19:55.516,0.913,0.000,0.000,-0.001,,
2019-03-29 11:19:55.531,0.928,0.000,0.000,-0.001,,
2019-03-29 11:19:55.546,0.943,0.000,0.000,-0.001,,
2019-03-29 11:19:55.561,0.958,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.575,0.972,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.590,0.987,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.604,1.001,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.635,1.032,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.648,1.045,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.664,1.061,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.678,1.075,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.693,1.090,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.708,1.105,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.722,1.119,-0.001,0.000,-0.001,,
2019-03-29 11:19:55.737,1.134,0.000,0.000,-0.001,,
2019-03-29 11:19:55.753,1.150,0.000,0.000,-0.001,,
2019-03-29 11:19:55.766,1.163,0.000,0.000,-0.001,,
