Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-04-03 11:51:36.912,0.027,0.000,0.000,0.000,,
2019-04-03 11:51:36.926,0.041,0.000,0.000,0.000,,
2019-04-03 11:51:36.941,0.056,0.000,0.000,0.000,,
2019-04-03 11:51:36.956,0.071,0.000,0.000,0.000,,
2019-04-03 11:51:36.971,0.086,0.000,0.000,0.000,,
2019-04-03 11:51:36.985,0.100,0.000,0.000,0.000,,
2019-04-03 11:51:37.000,0.115,0.000,0.000,0.000,,
2019-04-03 11:51:37.015,0.130,0.000,0.000,0.000,,
2019-04-03 11:51:37.030,0.145,0.000,0.000,0.000,,
2019-04-03 11:51:37.044,0.159,0.000,0.000,0.000,,
2019-04-03 11:51:37.059,0.174,0.000,0.000,0.000,,
2019-04-03 11:51:37.074,0.189,0.000,0.000,0.000,,
2019-04-03 11:51:37.089,0.204,-0.001,0.000,-0.001,,
2019-04-03 11:51:37.103,0.218,-0.001,0.000,-0.001,,
2019-04-03 11:51:37.118,0.233,-0.001,0.000,-0.001,,
2019-04-03 11:51:37.133,0.248,-0.001,0.000,-0.001,,
2019-04-03 11:51:37.148,0.263,0.000,0.000,-0.001,,
2019-04-03 11:51:37.163,0.278,0.000,0.000,-0.001,,
2019-04-03 11:51:37.177,0.292,0.000,0.000,-0.001,,
2019-04-03 11:51:37.192,0.307,0.000,0.000,-0.001,,
2019-04-03 11:51:37.207,0.322,0.000,0.000,-0.001,,
2019-04-03 11:51:37.222,0.337,0.000,0.000,-0.001,,
2019-04-03 11:51:37.236,0.351,0.000,0.000,-0.001,,
2019-04-03 11:51:37.251,0.366,0.000,0.000,-0.001,,
2019-04-03 11:51:37.266,0.381,0.000,0.000,-0.001,,
2019-04-03 11:51:37.281,0.396,0.000,0.000,-0.001,,
2019-04-03 11:51:37.295,0.410,0.000,0.000,-0.001,,
2019-04-03 11:51:37.310,0.425,0.000,0.000,-0.001,,
2019-04-03 11:51:37.325,0.440,0.000,0.000,-0.001,,
2019-04-03 11:51:37.340,0.455,0.000,0.000,-0.001,,
2019-04-03 11:51:37.354,0.469,0.000,0.000,-0.001,,
2019-04-03 11:51:37.369,0.484,0.000,0.000,-0.001,,
2019-04-03 11:51:37.384,0.499,0.001,0.001,-0.001,,
2019-04-03 11:51:37.413,0.528,0.001,0.001,-0.001,,
2019-04-03 11:51:37.428,0.543,0.001,0.001,-0.001,,
2019-04-03 11:51:37.443,0.558,0.000,0.001,-0.001,,
2019-04-03 11:51:37.458,0.573,0.000,0.001,-0.001,,
2019-04-03 11:51:37.472,0.587,0.000,0.001,-0.001,,
2019-04-03 11:51:37.487,0.602,0.000,0.001,-0.001,,
2019-04-03 11:51:37.502,0.617,0.000,0.001,-0.001,,
