Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 11:49:26.115,0.026,0.004,0.004,0.004,,
2019-03-29 11:49:26.130,0.041,0.004,0.004,0.004,,
2019-03-29 11:49:26.144,0.055,0.004,0.004,0.004,,
2019-03-29 11:49:26.159,0.070,0.004,0.004,0.004,,
2019-03-29 11:49:26.174,0.085,0.004,0.004,0.004,,
2019-03-29 11:49:26.189,0.100,0.004,0.004,0.004,,
2019-03-29 11:49:26.203,0.114,0.004,0.004,0.004,,
2019-03-29 11:49:26.218,0.129,0.005,0.005,0.004,,
2019-03-29 11:49:26.233,0.144,0.005,0.005,0.004,,
2019-03-29 11:49:26.248,0.159,0.005,0.005,0.004,,
2019-03-29 11:49:26.262,0.173,0.005,0.005,0.004,,
2019-03-29 11:49:26.277,0.188,0.004,0.005,0.004,,
2019-03-29 11:49:26.292,0.203,0.004,0.005,0.004,,
2019-03-29 11:49:26.307,0.218,0.004,0.005,0.004,,
2019-03-29 11:49:26.321,0.232,0.004,0.005,0.004,,
2019-03-29 11:49:26.336,0.247,0.004,0.005,0.004,,
2019-03-29 11:49:26.351,0.262,0.004,0.005,0.004,,
2019-03-29 11:49:26.366,0.277,0.004,0.005,0.004,,
2019-03-29 11:49:26.381,0.292,0.004,0.005,0.004,,
2019-03-29 11:49:26.395,0.306,0.004,0.005,0.004,,
2019-03-29 11:49:26.410,0.321,0.004,0.005,0.004,,
2019-03-29 11:49:26.425,0.336,0.004,0.005,0.004,,
2019-03-29 11:49:26.440,0.351,0.004,0.005,0.004,,
2019-03-29 11:49:26.454,0.365,0.005,0.005,0.004,,
2019-03-29 11:49:26.469,0.380,0.005,0.005,0.004,,
2019-03-29 11:49:26.484,0.395,0.005,0.005,0.004,,
2019-03-29 11:49:26.499,0.410,0.005,0.005,0.004,,
2019-03-29 11:49:26.513,0.424,0.004,0.005,0.004,,
2019-03-29 11:49:26.528,0.439,0.004,0.005,0.004,,
2019-03-29 11:49:26.543,0.454,0.004,0.005,0.004,,
2019-03-29 11:49:26.558,0.469,0.004,0.005,0.004,,
2019-03-29 11:49:26.572,0.483,0.004,0.005,0.004,,
2019-03-29 11:49:26.587,0.498,0.004,0.005,0.004,,
2019-03-29 11:49:26.602,0.513,0.004,0.005,0.004,,
2019-03-29 11:49:26.617,0.528,0.004,0.005,0.004,,
