Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 11:58:13.660,0.027,0.003,0.003,0.003,,
2019-03-29 11:58:13.675,0.042,0.003,0.003,0.003,,
2019-03-29 11:58:13.690,0.057,0.003,0.003,0.003,,
2019-03-29 11:58:13.704,0.071,0.002,0.003,0.002,,
2019-03-29 11:58:13.719,0.086,0.002,0.003,0.002,,
2019-03-29 11:58:13.734,0.101,0.002,0.003,0.002,,
2019-03-29 11:58:13.749,0.116,0.002,0.003,0.002,,
2019-03-29 11:58:13.763,0.130,0.003,0.003,0.002,,
2019-03-29 11:58:13.778,0.145,0.003,0.003,0.002,,
2019-03-29 11:58:13.793,0.160,0.003,0.003,0.002,,
2019-03-29 11:58:13.808,0.175,0.003,0.003,0.002,,
2019-03-29 11:58:13.822,0.189,0.003,0.003,0.002,,
2019-03-29 11:58:13.837,0.204,0.003,0.003,0.002,,
2019-03-29 11:58:13.852,0.219,0.003,0.003,0.002,,
2019-03-29 11:58:13.867,0.234,0.003,0.003,0.002,,
2019-03-29 11:58:13.881,0.248,0.003,0.003,0.002,,
2019-03-29 11:58:13.896,0.263,0.003,0.003,0.002,,
2019-03-29 11:58:13.911,0.278,0.003,0.003,0.002,,
2019-03-29 11:58:13.926,0.293,0.003,0.003,0.002,,
2019-03-29 11:58:13.941,0.308,0.004,0.004,0.002,,
2019-03-29 11:58:13.955,0.322,0.004,0.004,0.002,,
2019-03-29 11:58:13.970,0.337,0.004,0.004,0.002,,
2019-03-29 11:58:13.984,0.351,0.004,0.004,0.002,,
2019-03-29 11:58:14.000,0.367,0.003,0.004,0.002,,
2019-03-29 11:58:14.014,0.381,0.003,0.004,0.002,,
2019-03-29 11:58:14.029,0.396,0.003,0.004,0.002,,
2019-03-29 11:58:14.044,0.411,0.003,0.004,0.002,,
2019-03-29 11:58:14.058,0.425,0.004,0.004,0.002,,
2019-03-29 11:58:14.073,0.440,0.004,0.004,0.002,,
2019-03-29 11:58:14.087,0.454,0.004,0.004,0.002,,
2019-03-29 11:58:14.102,0.469,0.004,0.004,0.002,,
2019-03-29 11:58:14.117,0.484,0.002,0.004,0.002,,
2019-03-29 11:58:14.131,0.498,0.002,0.004,0.002,,
2019-03-29 11:58:14.146,0.513,0.002,0.004,0.002,,
2019-03-29 11:58:14.161,0.528,0.002,0.004,0.002,,
2019-03-29 11:58:14.176,0.543,0.003,0.004,0.002,,
2019-03-29 11:58:14.191,0.558,0.003,0.004,0.002,,
2019-03-29 11:58:14.205,0.572,0.003,0.004,0.002,,
2019-03-29 11:58:14.220,0.587,0.003,0.004,0.002,,
2019-03-29 11:58:14.235,0.602,0.004,0.004,0.002,,
2019-03-29 11:58:14.250,0.617,0.004,0.004,0.002,,
2019-03-29 11:58:14.264,0.631,0.004,0.004,0.002,,
2019-03-29 11:58:14.279,0.646,0.004,0.004,0.002,,
2019-03-29 11:58:14.294,0.661,0.003,0.004,0.002,,
2019-03-29 11:58:14.309,0.676,0.003,0.004,0.002,,
2019-03-29 11:58:14.323,0.690,0.003,0.004,0.002,,
2019-03-29 11:58:14.338,0.705,0.003,0.004,0.002,,
2019-03-29 11:58:14.353,0.720,0.003,0.004,0.002,,
