Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-04-03 12:06:04.537,0.026,0.000,0.000,0.000,,
2019-04-03 12:06:04.552,0.041,0.000,0.000,0.000,,
2019-04-03 12:06:04.567,0.056,0.000,0.000,0.000,,
2019-04-03 12:06:04.582,0.071,0.000,0.000,0.000,,
2019-04-03 12:06:04.596,0.085,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.612,0.101,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.625,0.114,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.640,0.129,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.655,0.144,0.000,0.000,-0.001,,
2019-04-03 12:06:04.670,0.159,0.000,0.000,-0.001,,
2019-04-03 12:06:04.684,0.173,0.000,0.000,-0.001,,
2019-04-03 12:06:04.699,0.188,0.000,0.000,-0.001,,
2019-04-03 12:06:04.714,0.203,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.729,0.218,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.744,0.233,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.758,0.247,-0.001,0.000,-0.001,,
2019-04-03 12:06:04.788,0.277,0.000,0.000,-0.001,,
2019-04-03 12:06:04.803,0.292,0.000,0.000,-0.001,,
2019-04-03 12:06:04.817,0.306,0.000,0.000,-0.001,,
2019-04-03 12:06:04.832,0.321,0.000,0.000,-0.001,,
2019-04-03 12:06:04.847,0.336,0.000,0.000,-0.001,,
2019-04-03 12:06:04.862,0.351,0.000,0.000,-0.001,,
2019-04-03 12:06:04.876,0.365,0.000,0.000,-0.001,,
2019-04-03 12:06:04.891,0.380,0.000,0.000,-0.001,,
2019-04-03 12:06:04.906,0.395,0.000,0.000,-0.001,,
2019-04-03 12:06:04.921,0.410,0.000,0.000,-0.001,,
2019-04-03 12:06:04.936,0.425,0.000,0.000,-0.001,,
2019-04-03 12:06:04.950,0.439,0.000,0.000,-0.001,,
2019-04-03 12:06:04.965,0.454,0.000,0.000,-0.001,,
2019-04-03 12:06:04.980,0.469,0.000,0.000,-0.001,,
2019-04-03 12:06:04.995,0.484,0.000,0.000,-0.001,,
2019-04-03 12:06:05.009,0.498,0.000,0.000,-0.001,,
2019-04-03 12:06:05.024,0.513,0.000,0.000,-0.001,,
2019-04-03 12:06:05.039,0.528,0.000,0.000,-0.001,,
2019-04-03 12:06:05.054,0.543,0.000,0.000,-0.001,,
2019-04-03 12:06:05.068,0.557,0.000,0.000,-0.001,,
2019-04-03 12:06:05.083,0.572,0.000,0.000,-0.001,,
2019-04-03 12:06:05.098,0.587,0.000,0.000,-0.001,,
2019-04-03 12:06:05.113,0.602,0.000,0.000,-0.001,,
2019-04-03 12:06:05.128,0.617,0.000,0.000,-0.001,,
2019-04-03 12:06:05.142,0.631,0.000,0.000,-0.001,,
2019-04-03 12:06:05.157,0.646,0.000,0.000,-0.001,,
2019-04-03 12:06:05.172,0.661,0.000,0.000,-0.001,,
2019-04-03 12:06:05.187,0.676,0.000,0.000,-0.001,,
2019-04-03 12:06:05.201,0.690,0.000,0.000,-0.001,,
2019-04-03 12:06:05.216,0.705,0.000,0.000,-0.001,,
2019-04-03 12:06:05.231,0.720,0.000,0.000,-0.001,,
2019-04-03 12:06:05.246,0.735,0.000,0.000,-0.001,,
2019-04-03 12:06:05.260,0.749,0.000,0.000,-0.001,,
2019-04-03 12:06:05.275,0.764,0.000,0.000,-0.001,,
2019-04-03 12:06:05.290,0.779,0.000,0.000,-0.001,,
2019-04-03 12:06:05.305,0.794,0.000,0.000,-0.001,,
2019-04-03 12:06:05.320,0.809,0.000,0.000,-0.001,,
2019-04-03 12:06:05.334,0.823,0.000,0.000,-0.001,,
2019-04-03 12:06:05.349,0.838,0.000,0.000,-0.001,,
2019-04-03 12:06:05.364,0.853,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.379,0.868,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.393,0.882,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.408,0.897,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.423,0.912,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.438,0.927,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.452,0.941,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.467,0.956,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.482,0.971,0.000,0.000,-0.001,,
2019-04-03 12:06:05.496,0.985,0.000,0.000,-0.001,,
2019-04-03 12:06:05.511,1.000,0.000,0.000,-0.001,,
2019-04-03 12:06:05.525,1.014,0.000,0.000,-0.001,,
2019-04-03 12:06:05.540,1.029,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.556,1.045,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.570,1.059,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.584,1.073,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.600,1.089,0.000,0.000,-0.001,,
2019-04-03 12:06:05.614,1.103,0.000,0.000,-0.001,,
2019-04-03 12:06:05.629,1.118,0.000,0.000,-0.001,,
2019-04-03 12:06:05.644,1.133,0.000,0.000,-0.001,,
2019-04-03 12:06:05.658,1.147,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.673,1.162,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.688,1.177,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.703,1.192,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.717,1.206,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.732,1.221,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.747,1.236,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.762,1.251,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.776,1.265,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.791,1.280,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.806,1.295,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.821,1.310,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.836,1.325,0.000,0.000,-0.001,,
2019-04-03 12:06:05.850,1.339,0.000,0.000,-0.001,,
2019-04-03 12:06:05.865,1.354,0.000,0.000,-0.001,,
2019-04-03 12:06:05.880,1.369,0.000,0.000,-0.001,,
2019-04-03 12:06:05.895,1.384,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.909,1.398,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.924,1.413,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.939,1.428,-0.001,0.000,-0.001,,
2019-04-03 12:06:05.954,1.443,0.000,0.000,-0.001,,
2019-04-03 12:06:05.969,1.458,0.000,0.000,-0.001,,
2019-04-03 12:06:05.983,1.472,0.000,0.000,-0.001,,
2019-04-03 12:06:05.999,1.488,0.000,0.000,-0.001,,
2019-04-03 12:06:06.013,1.502,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.029,1.518,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.057,1.546,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.072,1.561,0.000,0.000,-0.001,,
2019-04-03 12:06:06.087,1.576,0.000,0.000,-0.001,,
2019-04-03 12:06:06.102,1.591,0.000,0.000,-0.001,,
2019-04-03 12:06:06.116,1.605,0.000,0.000,-0.001,,
2019-04-03 12:06:06.131,1.620,0.000,0.000,-0.001,,
2019-04-03 12:06:06.146,1.635,0.000,0.000,-0.001,,
2019-04-03 12:06:06.161,1.650,0.000,0.000,-0.001,,
2019-04-03 12:06:06.175,1.664,0.000,0.000,-0.001,,
2019-04-03 12:06:06.190,1.679,0.000,0.000,-0.001,,
2019-04-03 12:06:06.206,1.695,0.000,0.000,-0.001,,
2019-04-03 12:06:06.220,1.709,0.000,0.000,-0.001,,
2019-04-03 12:06:06.234,1.723,0.000,0.000,-0.001,,
2019-04-03 12:06:06.249,1.738,0.000,0.000,-0.001,,
2019-04-03 12:06:06.264,1.753,0.000,0.000,-0.001,,
2019-04-03 12:06:06.279,1.768,0.000,0.000,-0.001,,
2019-04-03 12:06:06.294,1.783,0.000,0.000,-0.001,,
2019-04-03 12:06:06.308,1.797,0.000,0.000,-0.001,,
2019-04-03 12:06:06.323,1.812,0.000,0.000,-0.001,,
2019-04-03 12:06:06.338,1.827,0.000,0.000,-0.001,,
2019-04-03 12:06:06.353,1.842,0.000,0.000,-0.001,,
2019-04-03 12:06:06.367,1.856,0.000,0.000,-0.001,,
2019-04-03 12:06:06.382,1.871,0.000,0.000,-0.001,,
2019-04-03 12:06:06.397,1.886,0.000,0.000,-0.001,,
2019-04-03 12:06:06.412,1.901,0.000,0.000,-0.001,,
2019-04-03 12:06:06.426,1.915,0.000,0.000,-0.001,,
2019-04-03 12:06:06.440,1.929,0.000,0.000,-0.001,,
2019-04-03 12:06:06.456,1.945,0.000,0.000,-0.001,,
2019-04-03 12:06:06.470,1.959,0.000,0.000,-0.001,,
2019-04-03 12:06:06.484,1.973,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.500,1.989,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.515,2.004,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.545,2.034,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.559,2.048,-0.001,0.000,-0.001,,
2019-04-03 12:06:06.573,2.062,-0.001,0.000,-0.001,,
