Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-04-03 11:29:51.447,0.026,-0.001,-0.001,-0.001,,
2019-04-03 11:29:51.461,0.040,-0.001,-0.001,-0.001,,
2019-04-03 11:29:51.476,0.055,-0.001,-0.001,-0.001,,
2019-04-03 11:29:51.491,0.070,-0.001,-0.001,-0.001,,
2019-04-03 11:29:51.506,0.085,-0.001,-0.001,-0.001,,
2019-04-03 11:29:51.520,0.099,-0.001,-0.001,-0.001,,
2019-04-03 11:29:51.535,0.114,-0.001,-0.001,-0.001,,
2019-04-03 11:29:51.550,0.129,0.001,0.001,-0.001,,
2019-04-03 11:29:51.565,0.144,0.001,0.001,-0.001,,
2019-04-03 11:29:51.580,0.159,0.001,0.001,-0.001,,
2019-04-03 11:29:51.594,0.173,0.001,0.001,-0.001,,
2019-04-03 11:29:51.609,0.188,0.000,0.001,-0.001,,
2019-04-03 11:29:51.624,0.203,0.000,0.001,-0.001,,
2019-04-03 11:29:51.639,0.218,0.000,0.001,-0.001,,
2019-04-03 11:29:51.653,0.232,0.000,0.001,-0.001,,
2019-04-03 11:29:51.668,0.247,0.000,0.001,-0.001,,
2019-04-03 11:29:51.698,0.277,0.000,0.001,-0.001,,
2019-04-03 11:29:51.712,0.291,0.000,0.001,-0.001,,
2019-04-03 11:29:51.727,0.306,0.000,0.001,-0.001,,
2019-04-03 11:29:51.742,0.321,0.000,0.001,-0.001,,
2019-04-03 11:29:51.757,0.336,0.000,0.001,-0.001,,
2019-04-03 11:29:51.771,0.350,0.000,0.001,-0.001,,
2019-04-03 11:29:51.786,0.365,0.000,0.001,-0.001,,
2019-04-03 11:29:51.801,0.380,0.000,0.001,-0.001,,
2019-04-03 11:29:51.816,0.395,0.000,0.001,-0.001,,
2019-04-03 11:29:51.830,0.409,0.000,0.001,-0.001,,
2019-04-03 11:29:51.845,0.424,0.000,0.001,-0.001,,
2019-04-03 11:29:51.860,0.439,0.000,0.001,-0.001,,
2019-04-03 11:29:51.875,0.454,0.000,0.001,-0.001,,
2019-04-03 11:29:51.889,0.468,0.000,0.001,-0.001,,
2019-04-03 11:29:51.904,0.483,-0.001,0.001,-0.001,,
2019-04-03 11:29:51.919,0.498,-0.001,0.001,-0.001,,
2019-04-03 11:29:51.934,0.513,-0.001,0.001,-0.001,,
2019-04-03 11:29:51.949,0.528,-0.001,0.001,-0.001,,
2019-04-03 11:29:51.963,0.542,0.000,0.001,-0.001,,
2019-04-03 11:29:51.978,0.557,0.000,0.001,-0.001,,
2019-04-03 11:29:51.993,0.572,0.000,0.001,-0.001,,
2019-04-03 11:29:52.008,0.587,0.000,0.001,-0.001,,
2019-04-03 11:29:52.022,0.601,0.000,0.001,-0.001,,
2019-04-03 11:29:52.037,0.616,0.000,0.001,-0.001,,
2019-04-03 11:29:52.052,0.631,0.000,0.001,-0.001,,
2019-04-03 11:29:52.067,0.646,0.000,0.001,-0.001,,
2019-04-03 11:29:52.082,0.661,0.000,0.001,-0.001,,
2019-04-03 11:29:52.096,0.675,0.000,0.001,-0.001,,
2019-04-03 11:29:52.111,0.690,0.000,0.001,-0.001,,
2019-04-03 11:29:52.126,0.705,0.000,0.001,-0.001,,
2019-04-03 11:29:52.141,0.720,0.000,0.001,-0.001,,
2019-04-03 11:29:52.155,0.734,0.000,0.001,-0.001,,
2019-04-03 11:29:52.170,0.749,0.000,0.001,-0.001,,
2019-04-03 11:29:52.185,0.764,0.000,0.001,-0.001,,
2019-04-03 11:29:52.200,0.779,0.000,0.001,-0.001,,
2019-04-03 11:29:52.215,0.794,0.000,0.001,-0.001,,
2019-04-03 11:29:52.229,0.808,0.000,0.001,-0.001,,
2019-04-03 11:29:52.244,0.823,0.000,0.001,-0.001,,
2019-04-03 11:29:52.259,0.838,0.001,0.001,-0.001,,
2019-04-03 11:29:52.274,0.853,0.001,0.001,-0.001,,
2019-04-03 11:29:52.288,0.867,0.001,0.001,-0.001,,
2019-04-03 11:29:52.303,0.882,0.001,0.001,-0.001,,
2019-04-03 11:29:52.317,0.896,0.000,0.001,-0.001,,
