Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 11:26:56.542,0.027,-0.001,-0.001,-0.001,,
2019-03-29 11:26:56.557,0.042,0.000,0.000,-0.001,,
2019-03-29 11:26:56.571,0.056,0.000,0.000,-0.001,,
2019-03-29 11:26:56.586,0.071,0.000,0.000,-0.001,,
2019-03-29 11:26:56.601,0.086,0.000,0.000,-0.001,,
2019-03-29 11:26:56.616,0.101,0.000,0.000,-0.001,,
2019-03-29 11:26:56.630,0.115,0.000,0.000,-0.001,,
2019-03-29 11:26:56.645,0.130,0.000,0.000,-0.001,,
2019-03-29 11:26:56.660,0.145,0.000,0.000,-0.001,,
2019-03-29 11:26:56.675,0.160,-0.001,0.000,-0.001,,
2019-03-29 11:26:56.689,0.174,-0.001,0.000,-0.001,,
2019-03-29 11:26:56.704,0.189,-0.001,0.000,-0.001,,
2019-03-29 11:26:56.719,0.204,-0.001,0.000,-0.001,,
2019-03-29 11:26:56.734,0.219,-0.001,0.000,-0.001,,
2019-03-29 11:26:56.748,0.233,-0.001,0.000,-0.001,,
2019-03-29 11:26:56.763,0.248,-0.001,0.000,-0.001,,
2019-03-29 11:26:56.793,0.278,0.000,0.000,-0.001,,
2019-03-29 11:26:56.808,0.293,0.000,0.000,-0.001,,
2019-03-29 11:26:56.822,0.307,0.000,0.000,-0.001,,
2019-03-29 11:26:56.837,0.322,0.000,0.000,-0.001,,
2019-03-29 11:26:56.852,0.337,0.000,0.000,-0.001,,
2019-03-29 11:26:56.867,0.352,0.000,0.000,-0.001,,
2019-03-29 11:26:56.881,0.366,0.000,0.000,-0.001,,
2019-03-29 11:26:56.896,0.381,0.000,0.000,-0.001,,
2019-03-29 11:26:56.911,0.396,0.000,0.000,-0.001,,
2019-03-29 11:26:56.926,0.411,0.000,0.000,-0.001,,
2019-03-29 11:26:56.940,0.425,0.000,0.000,-0.001,,
2019-03-29 11:26:56.955,0.440,0.000,0.000,-0.001,,
2019-03-29 11:26:56.970,0.455,0.000,0.000,-0.001,,
2019-03-29 11:26:56.985,0.470,0.000,0.000,-0.001,,
2019-03-29 11:26:56.998,0.483,0.000,0.000,-0.001,,
2019-03-29 11:26:57.013,0.498,0.000,0.000,-0.001,,
2019-03-29 11:26:57.044,0.529,0.000,0.000,-0.001,,
2019-03-29 11:26:57.058,0.543,0.000,0.000,-0.001,,
2019-03-29 11:26:57.073,0.558,0.000,0.000,-0.001,,
2019-03-29 11:26:57.088,0.573,0.000,0.000,-0.001,,
2019-03-29 11:26:57.103,0.588,0.000,0.000,-0.001,,
2019-03-29 11:26:57.118,0.603,0.000,0.000,-0.001,,
2019-03-29 11:26:57.132,0.617,0.000,0.000,-0.001,,
2019-03-29 11:26:57.146,0.631,0.000,0.000,-0.001,,
2019-03-29 11:26:57.162,0.647,0.000,0.000,-0.001,,
2019-03-29 11:26:57.177,0.662,0.000,0.000,-0.001,,
2019-03-29 11:26:57.190,0.675,0.000,0.000,-0.001,,
2019-03-29 11:26:57.205,0.690,-0.001,0.000,-0.001,,
2019-03-29 11:26:57.220,0.705,-0.001,0.000,-0.001,,
2019-03-29 11:26:57.236,0.721,-0.001,0.000,-0.001,,
2019-03-29 11:26:57.250,0.735,-0.001,0.000,-0.001,,
2019-03-29 11:26:57.264,0.749,0.000,0.000,-0.001,,
2019-03-29 11:26:57.295,0.780,0.000,0.000,-0.001,,
