Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 11:10:15.411,0.026,0.000,0.000,0.000,,
2019-03-29 11:10:15.426,0.041,0.000,0.000,0.000,,
2019-03-29 11:10:15.441,0.056,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.456,0.071,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.470,0.085,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.484,0.099,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.499,0.114,0.000,0.000,-0.001,,
2019-03-29 11:10:15.515,0.130,0.000,0.000,-0.001,,
2019-03-29 11:10:15.529,0.144,0.000,0.000,-0.001,,
2019-03-29 11:10:15.544,0.159,0.000,0.000,-0.001,,
2019-03-29 11:10:15.559,0.174,0.000,0.000,-0.001,,
2019-03-29 11:10:15.574,0.189,0.000,0.000,-0.001,,
2019-03-29 11:10:15.588,0.203,0.000,0.000,-0.001,,
2019-03-29 11:10:15.603,0.218,0.000,0.000,-0.001,,
2019-03-29 11:10:15.618,0.233,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.632,0.247,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.647,0.262,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.662,0.277,-0.001,0.000,-0.001,,
2019-03-29 11:10:15.676,0.291,0.000,0.000,-0.001,,
2019-03-29 11:10:15.691,0.306,0.000,0.000,-0.001,,
2019-03-29 11:10:15.706,0.321,0.000,0.000,-0.001,,
2019-03-29 11:10:15.720,0.335,0.000,0.000,-0.001,,
2019-03-29 11:10:15.735,0.350,0.000,0.000,-0.001,,
2019-03-29 11:10:15.750,0.365,0.000,0.000,-0.001,,
2019-03-29 11:10:15.765,0.380,0.000,0.000,-0.001,,
2019-03-29 11:10:15.779,0.394,0.000,0.000,-0.001,,
2019-03-29 11:10:15.794,0.409,0.000,0.000,-0.001,,
2019-03-29 11:10:15.809,0.424,0.000,0.000,-0.001,,
2019-03-29 11:10:15.824,0.439,0.000,0.000,-0.001,,
2019-03-29 11:10:15.839,0.454,0.000,0.000,-0.001,,
2019-03-29 11:10:15.853,0.468,0.000,0.000,-0.001,,
2019-03-29 11:10:15.868,0.483,0.000,0.000,-0.001,,
2019-03-29 11:10:15.883,0.498,0.000,0.000,-0.001,,
2019-03-29 11:10:15.898,0.513,0.000,0.000,-0.001,,
2019-03-29 11:10:15.912,0.527,0.000,0.000,-0.001,,
2019-03-29 11:10:15.927,0.542,0.000,0.000,-0.001,,
2019-03-29 11:10:15.942,0.557,0.000,0.000,-0.001,,
2019-03-29 11:10:15.957,0.572,0.000,0.000,-0.001,,
2019-03-29 11:10:15.971,0.586,-0.001,0.000,-0.001,,
