Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-04-03 12:00:57.583,0.026,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.598,0.041,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.613,0.056,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.627,0.070,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.642,0.085,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.657,0.100,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.672,0.115,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.687,0.130,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.701,0.144,-0.001,-0.001,-0.001,,
2019-04-03 12:00:57.716,0.159,0.000,0.000,-0.001,,
2019-04-03 12:00:57.731,0.174,0.000,0.000,-0.001,,
2019-04-03 12:00:57.745,0.188,0.000,0.000,-0.001,,
2019-04-03 12:00:57.760,0.203,0.000,0.000,-0.001,,
2019-04-03 12:00:57.775,0.218,-0.001,0.000,-0.001,,
2019-04-03 12:00:57.790,0.233,-0.001,0.000,-0.001,,
2019-04-03 12:00:57.805,0.248,-0.001,0.000,-0.001,,
2019-04-03 12:00:57.834,0.277,-0.002,0.000,-0.002,,
2019-04-03 12:00:57.849,0.292,-0.002,0.000,-0.002,,
2019-04-03 12:00:57.864,0.307,-0.002,0.000,-0.002,,
2019-04-03 12:00:57.878,0.321,-0.002,0.000,-0.002,,
2019-04-03 12:00:57.893,0.336,0.000,0.000,-0.002,,
2019-04-03 12:00:57.908,0.351,0.000,0.000,-0.002,,
2019-04-03 12:00:57.923,0.366,0.000,0.000,-0.002,,
2019-04-03 12:00:57.938,0.381,0.000,0.000,-0.002,,
2019-04-03 12:00:57.952,0.395,-0.001,0.000,-0.002,,
2019-04-03 12:00:57.967,0.410,-0.001,0.000,-0.002,,
2019-04-03 12:00:57.982,0.425,-0.001,0.000,-0.002,,
2019-04-03 12:00:57.997,0.440,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.011,0.454,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.026,0.469,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.041,0.484,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.056,0.499,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.070,0.513,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.085,0.528,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.100,0.543,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.115,0.558,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.130,0.573,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.144,0.587,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.158,0.601,-0.001,0.000,-0.002,,
2019-04-03 12:00:58.173,0.616,-0.001,0.000,-0.002,,
