Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 12:02:01.560,0.027,-0.001,-0.001,-0.001,,
2019-03-29 12:02:01.575,0.042,-0.001,-0.001,-0.001,,
2019-03-29 12:02:01.590,0.057,0.000,0.000,-0.001,,
2019-03-29 12:02:01.605,0.072,0.000,0.000,-0.001,,
2019-03-29 12:02:01.620,0.087,0.000,0.000,-0.001,,
2019-03-29 12:02:01.634,0.101,0.000,0.000,-0.001,,
2019-03-29 12:02:01.649,0.116,0.000,0.000,-0.001,,
2019-03-29 12:02:01.664,0.131,0.000,0.000,-0.001,,
2019-03-29 12:02:01.678,0.145,0.000,0.000,-0.001,,
2019-03-29 12:02:01.708,0.175,-0.001,0.000,-0.001,,
2019-03-29 12:02:01.723,0.190,-0.001,0.000,-0.001,,
2019-03-29 12:02:01.738,0.205,-0.001,0.000,-0.001,,
2019-03-29 12:02:01.752,0.219,-0.001,0.000,-0.001,,
2019-03-29 12:02:01.767,0.234,0.000,0.000,-0.001,,
2019-03-29 12:02:01.782,0.249,0.000,0.000,-0.001,,
2019-03-29 12:02:01.811,0.278,0.000,0.000,-0.001,,
2019-03-29 12:02:01.826,0.293,0.000,0.000,-0.001,,
2019-03-29 12:02:01.841,0.308,0.000,0.000,-0.001,,
2019-03-29 12:02:01.856,0.323,0.000,0.000,-0.001,,
2019-03-29 12:02:01.870,0.337,0.000,0.000,-0.001,,
2019-03-29 12:02:01.885,0.352,0.000,0.000,-0.001,,
2019-03-29 12:02:01.900,0.367,0.000,0.000,-0.001,,
2019-03-29 12:02:01.915,0.382,0.000,0.000,-0.001,,
2019-03-29 12:02:01.929,0.396,0.000,0.000,-0.001,,
2019-03-29 12:02:01.943,0.410,-0.001,0.000,-0.001,,
2019-03-29 12:02:01.959,0.426,-0.001,0.000,-0.001,,
2019-03-29 12:02:01.974,0.441,-0.001,0.000,-0.001,,
2019-03-29 12:02:01.989,0.456,-0.001,0.000,-0.001,,
2019-03-29 12:02:02.002,0.469,0.000,0.000,-0.001,,
2019-03-29 12:02:02.018,0.485,0.000,0.000,-0.001,,
2019-03-29 12:02:02.033,0.500,0.000,0.000,-0.001,,
2019-03-29 12:02:02.062,0.529,0.000,0.000,-0.001,,
2019-03-29 12:02:02.076,0.543,0.000,0.000,-0.001,,
2019-03-29 12:02:02.091,0.558,0.000,0.000,-0.001,,
2019-03-29 12:02:02.106,0.573,0.000,0.000,-0.001,,
2019-03-29 12:02:02.121,0.588,0.000,0.000,-0.001,,
2019-03-29 12:02:02.135,0.602,0.000,0.000,-0.001,,
2019-03-29 12:02:02.150,0.617,0.000,0.000,-0.001,,
2019-03-29 12:02:02.165,0.632,0.000,0.000,-0.001,,
2019-03-29 12:02:02.180,0.647,0.000,0.000,-0.001,,
2019-03-29 12:02:02.194,0.661,0.000,0.000,-0.001,,
2019-03-29 12:02:02.209,0.676,0.000,0.000,-0.001,,
2019-03-29 12:02:02.225,0.692,0.000,0.000,-0.001,,
2019-03-29 12:02:02.239,0.706,0.000,0.000,-0.001,,
2019-03-29 12:02:02.253,0.720,0.000,0.000,-0.001,,
2019-03-29 12:02:02.268,0.735,0.000,0.000,-0.001,,
2019-03-29 12:02:02.283,0.750,0.000,0.000,-0.001,,
2019-03-29 12:02:02.298,0.765,0.000,0.000,-0.001,,
2019-03-29 12:02:02.312,0.779,0.000,0.000,-0.001,,
2019-03-29 12:02:02.327,0.794,0.000,0.000,-0.001,,
2019-03-29 12:02:02.342,0.809,0.000,0.000,-0.001,,
2019-03-29 12:02:02.357,0.824,-0.001,0.000,-0.001,,
2019-03-29 12:02:02.371,0.838,-0.001,0.000,-0.001,,
2019-03-29 12:02:02.386,0.853,-0.001,0.000,-0.001,,
2019-03-29 12:02:02.401,0.868,-0.001,0.000,-0.001,,
2019-03-29 12:02:02.416,0.883,0.000,0.000,-0.001,,
2019-03-29 12:02:02.431,0.898,0.000,0.000,-0.001,,
2019-03-29 12:02:02.445,0.912,0.000,0.000,-0.001,,
2019-03-29 12:02:02.460,0.927,0.000,0.000,-0.001,,
2019-03-29 12:02:02.475,0.942,0.000,0.000,-0.001,,
2019-03-29 12:02:02.490,0.957,0.000,0.000,-0.001,,
2019-03-29 12:02:02.504,0.971,0.000,0.000,-0.001,,
2019-03-29 12:02:02.519,0.986,0.000,0.000,-0.001,,
2019-03-29 12:02:02.534,1.001,0.000,0.000,-0.001,,
2019-03-29 12:02:02.564,1.031,0.000,0.000,-0.001,,
2019-03-29 12:02:02.578,1.045,0.000,0.000,-0.001,,
2019-03-29 12:02:02.593,1.060,0.000,0.000,-0.001,,
2019-03-29 12:02:02.608,1.075,0.000,0.000,-0.001,,
2019-03-29 12:02:02.623,1.090,0.000,0.000,-0.001,,
2019-03-29 12:02:02.637,1.104,0.000,0.000,-0.001,,
2019-03-29 12:02:02.652,1.119,-0.001,0.000,-0.001,,
