Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-03-29 11:39:50.565,0.027,0.015,0.015,0.015,,
2019-03-29 11:39:50.595,0.057,0.015,0.015,0.015,,
2019-03-29 11:39:50.609,0.071,0.015,0.015,0.015,,
2019-03-29 11:39:50.624,0.086,0.015,0.015,0.015,,
2019-03-29 11:39:50.639,0.101,0.015,0.015,0.015,,
2019-03-29 11:39:50.654,0.116,0.016,0.016,0.015,,
2019-03-29 11:39:50.669,0.131,0.016,0.016,0.015,,
2019-03-29 11:39:50.683,0.145,0.016,0.016,0.015,,
2019-03-29 11:39:50.698,0.160,0.016,0.016,0.015,,
2019-03-29 11:39:50.713,0.175,0.015,0.016,0.015,,
2019-03-29 11:39:50.728,0.190,0.015,0.016,0.015,,
2019-03-29 11:39:50.742,0.204,0.015,0.016,0.015,,
2019-03-29 11:39:50.757,0.219,0.015,0.016,0.015,,
2019-03-29 11:39:50.772,0.234,0.016,0.016,0.015,,
2019-03-29 11:39:50.787,0.249,0.016,0.016,0.015,,
2019-03-29 11:39:50.801,0.263,0.016,0.016,0.015,,
2019-03-29 11:39:50.831,0.293,0.016,0.016,0.015,,
2019-03-29 11:39:50.846,0.308,0.016,0.016,0.015,,
2019-03-29 11:39:50.861,0.323,0.016,0.016,0.015,,
2019-03-29 11:39:50.875,0.337,0.016,0.016,0.015,,
2019-03-29 11:39:50.890,0.352,0.016,0.016,0.015,,
2019-03-29 11:39:50.905,0.367,0.016,0.016,0.015,,
2019-03-29 11:39:50.920,0.382,0.016,0.016,0.015,,
2019-03-29 11:39:50.934,0.396,0.016,0.016,0.015,,
2019-03-29 11:39:50.949,0.411,0.015,0.016,0.015,,
2019-03-29 11:39:50.964,0.426,0.015,0.016,0.015,,
2019-03-29 11:39:50.979,0.441,0.015,0.016,0.015,,
2019-03-29 11:39:50.993,0.455,0.015,0.016,0.015,,
2019-03-29 11:39:51.008,0.470,0.016,0.016,0.015,,
2019-03-29 11:39:51.023,0.485,0.016,0.016,0.015,,
2019-03-29 11:39:51.038,0.500,0.016,0.016,0.015,,
2019-03-29 11:39:51.067,0.529,0.015,0.016,0.015,,
2019-03-29 11:39:51.082,0.544,0.015,0.016,0.015,,
2019-03-29 11:39:51.097,0.559,0.015,0.016,0.015,,
2019-03-29 11:39:51.112,0.574,0.015,0.016,0.015,,
2019-03-29 11:39:51.126,0.588,0.015,0.016,0.015,,
2019-03-29 11:39:51.141,0.603,0.015,0.016,0.015,,
2019-03-29 11:39:51.156,0.618,0.015,0.016,0.015,,
2019-03-29 11:39:51.171,0.633,0.015,0.016,0.015,,
2019-03-29 11:39:51.185,0.647,0.016,0.016,0.015,,
2019-03-29 11:39:51.200,0.662,0.016,0.016,0.015,,
2019-03-29 11:39:51.215,0.677,0.016,0.016,0.015,,
2019-03-29 11:39:51.230,0.692,0.016,0.016,0.015,,
2019-03-29 11:39:51.245,0.707,0.016,0.016,0.015,,
2019-03-29 11:39:51.259,0.721,0.016,0.016,0.015,,
2019-03-29 11:39:51.274,0.736,0.016,0.016,0.015,,
2019-03-29 11:39:51.289,0.751,0.016,0.016,0.015,,
2019-03-29 11:39:51.304,0.766,0.015,0.016,0.015,,
2019-03-29 11:39:51.318,0.780,0.015,0.016,0.015,,
2019-03-29 11:39:51.333,0.795,0.015,0.016,0.015,,
2019-03-29 11:39:51.347,0.809,0.015,0.016,0.015,,
2019-03-29 11:39:51.362,0.824,0.016,0.016,0.015,,
